Unnamed: 0,Patient_ID,PREFIX,FIRST,MIDDLE,LAST,GENDER,BIRTHDATE,AGE,MARITAL,STATE,FIPS,PHONE_NO,DRIVERS,SUFFIX,RACE,DEATHDATE,HEALTHCARE_EXPENSES,INCOME,BIRTHPLACE,SSN,PASSPORT,ETHNICITY,HEALTHCARE_COVERAGE,Doctor_ID,Address,Cause of Operation
97,P00098,Mr.,Scott,Rafael,Brown,F,12/10/1972,53,Divorced,MO,,5222417480,No,Sr.,Asian,,19989,48781,Kansas,923-84-9266,P439318545,Asian,628,D00003,1257 CARDINAL WAY APT 2501 SAINT LOUIS MO 63110-8547 USA,Pediatric Hernia Repair
98,P00099,Ms.,Dawn,Leslie,Williams,F,05/08/1971,54,Widowed,MO,,9216475118,No,Sr.,Native American,,19362,58214,Missouri,517-84-8157,P503344529,Black,44,D00020,7687 ARMINDA AVE SAINT LOUIS MO 63106-6945 USA,Deep Brain Stimulation (DBS)
99,P00100,Mrs.,Angela,Brendan,Rodriguez,M,09/01/1990,35,Single,MO,,7927574430,No,Jr.,Caucasian,,19344,66634,Illinois,261-14-5549,P154099894,White,1392,D00023,3312 COVINGTON MANOR LN SAINT LOUIS MO 63133-7184 USA,Pediatric Hernia Repair
100,P00101,Mrs.,Sandra,Brendan,Davis,F,05/03/1951,74,Married,MO,,3293327603,No,Sr.,Native American,,9172,54422,Illinois,828-69-3181,P351755129,White,4580,D00032,6309 CATALAN ST SAINT LOUIS MO 63103-4688 USA,Coronary Artery Bypass Grafting (CABG)
101,P00102,Mrs.,Scott,Brendan,Brown,M,02/07/1990,35,Divorced,MO,,4392864762,Yes,III,Asian,,6104,55224,California,540-98-2806,P154010229,White,4374,D00007,5244 LAFAYETTE AVE SAINT LOUIS MO 63140-4774 USA,Coronary Artery Bypass Grafting (CABG)
102,P00103,Mrs.,Angela,Michael,Castro,F,08/05/1961,64,Married,MO,,4380092382,No,Sr.,African American,,19292,95748,Texas,749-14-1714,P351935589,Hispanic or Latino,6097,D00010,123 BROADWAY ST SAINT LOUIS MO 63140-3760 USA,Electroconvulsive Therapy (ECT)
103,P00104,Mrs.,Benjamin,Brendan,Wright,M,01/22/1978,47,Widowed,MO,,8757927126,Yes,Sr.,Hispanic,,12832,44451,Missouri,861-71-4251,P631967402,White,6717,D00002,1553 PINE ST SAINT LOUIS MO 63103-6171 USA,Total Knee Replacement
104,P00105,Dr.,Angela,Justin,Brown,M,12/12/1956,69,Single,MO,,6368368285,No,Sr.,Native American,,19570,33909,Illinois,685-37-6853,P830583240,White,8233,D00027,1123 PINE ST SAINT LOUIS MO 63117-3028 USA,Coronary Artery Bypass Grafting (CABG)
105,P00106,Mr.,Dawn,Paul,Hopkins,M,05/11/1998,27,Widowed,MO,,2732127064,No,Sr.,Asian,,13045,87809,Missouri,723-61-6517,P950966736,Asian,6553,D00046,1233 CATALAN ST SAINT LOUIS MO 63126-5268 USA,Electroconvulsive Therapy (ECT)
106,P00107,Mr.,Dawn,Paul,Castro,F,09/04/1979,46,Married,MO,,3159469538,Yes,III,Hispanic,,8368,90234,California,710-17-6473,P214502153,Other,6545,D00021,567 CARDINAL WAY APT 2501 SAINT LOUIS MO 63106-2358 USA,Epidural Anesthesia
107,P00108,Ms.,Dawn,Julian,Cook,F,04/28/1963,62,Married,MO,,6986271460,No,Sr.,Asian,,16919,65476,California,565-32-7568,P268094716,White,2772,D00001,771 PESTALOZZI ST SAINT LOUIS MO 63121-4059 USA,CT-guided biopsy
108,P00109,Ms.,Scott,Julian,Hopkins,M,01/01/2001,24,Married,MO,,3258771470,No,,Hispanic,,11523,90447,Kansas,241-21-6087,P630071346,Hispanic or Latino,4173,D00026,7457 LAFAYETTE AVE SAINT LOUIS MO 63114-8237 USA,Total Knee Replacement
109,P00110,Mr.,John,Leslie,Castro,F,02/09/1950,75,Divorced,MO,,8016691362,No,Sr.,African American,,13546,63821,Texas,517-75-6661,P935564924,White,362,D00005,4051 HICKORY RD SAINT LOUIS MO 63104-5226 USA,Epidural Anesthesia
110,P00111,Master,Angela,Leslie,Williams,M,01/20/1958,67,Divorced,MO,,3646152761,No,III,Caucasian,,19014,71738,Texas,106-55-5490,P932515022,Asian,838,D00010,3753 PINE ST SAINT LOUIS MO 63125-6824 USA,Electroconvulsive Therapy (ECT)
111,P00112,Ms.,Samuel,Leslie,Davis,M,10/14/1957,68,Widowed,MO,,5287047847,Yes,III,African American,,5691,69296,Texas,541-72-7020,P275023404,Black,2140,D00032,7839 HICKORY RD SAINT LOUIS MO 63128-6795 USA,Coronary Artery Bypass Grafting (CABG)
112,P00113,Mr.,Kathryn,Brendan,Castro,F,09/23/1993,32,Single,MO,,8903298528,Yes,Jr.,Asian,,16302,50078,Missouri,702-59-8397,P762527540,Asian,3702,D00047,6135 CARDINAL WAY APT 2501 SAINT LOUIS MO 63122-5773 USA,Deep Brain Stimulation (DBS)
113,P00114,Ms.,Samuel,Rafael,Castro,F,11/19/1993,32,Widowed,MO,,3769772465,Yes,,African American,,11955,43642,Kansas,416-19-1156,P764914751,Other,7003,D00014,7471 ARMINDA AVE SAINT LOUIS MO 63137-8755 USA,Colonoscopy
114,P00115,Mrs.,Kathryn,Justin,Castro,F,04/15/1950,75,Widowed,MO,,1088661518,No,Jr.,Asian,,12759,86039,California,746-90-8266,P381907614,Other,3389,D00047,8758 CATALAN ST SAINT LOUIS MO 63121-5158 USA,Deep Brain Stimulation (DBS)
115,P00116,Mrs.,Dawn,Melissa,Davis,F,05/15/1961,64,Widowed,MO,,7539268662,Yes,,Hispanic,,5458,37878,Illinois,499-50-9531,P852371215,Hispanic or Latino,2793,D00023,5118 HICKORY RD SAINT LOUIS MO 63133-6195 USA,Pediatric Hernia Repair
116,P00117,Dr.,Sandra,Leslie,Williams,M,07/03/1978,47,Divorced,MO,,9197654894,Yes,Sr.,Caucasian,,9782,98492,Kansas,352-65-3820,P574226335,Asian,1835,D00010,6897 COVINGTON MANOR LN SAINT LOUIS MO 63110-7239 USA,Electroconvulsive Therapy (ECT)
117,P00118,Mrs.,Dawn,Justin,Hopkins,M,06/28/2003,22,Widowed,MO,,8079462606,No,III,Native American,,15420,57430,Missouri,672-12-9098,P826893446,Black,1728,D00023,4698 CATALAN ST SAINT LOUIS MO 63120-8917 USA,Pediatric Hernia Repair
118,P00119,Mr.,Samuel,Melissa,Rodriguez,F,10/18/1982,43,Widowed,MO,,8679525238,No,III,Asian,,9886,83177,Illinois,317-71-8987,P418769469,White,4962,D00038,4456 HICKORY RD SAINT LOUIS MO 63122-2383 USA,Excision of Skin Cancer
119,P00120,Dr.,Scott,Michael,Rodriguez,F,04/15/1953,72,Widowed,MO,,9455161103,No,Sr.,Asian,,16095,87219,Missouri,283-70-1658,P793929444,Asian,57,D00049,8669 CARDINAL WAY APT 2501 SAINT LOUIS MO 63140-6422 USA,Coronary Artery Bypass Grafting (CABG)
120,P00121,Ms.,Benjamin,Stephanie,Castro,M,07/12/1957,68,Single,MO,,8922184403,Yes,,African American,,19788,41359,Texas,278-30-4894,P931721544,Black,2518,D00020,5514 CATALAN ST SAINT LOUIS MO 63125-9520 USA,Deep Brain Stimulation (DBS)
121,P00122,Ms.,Dawn,Paul,Wright,F,07/24/1974,51,Single,MO,,5837357412,No,,Native American,,16246,71158,Kansas,644-50-3349,P406536642,Hispanic or Latino,3320,D00011,6940 CARDINAL WAY APT 2501 SAINT LOUIS MO 63110-7786 USA,Epidural Anesthesia
122,P00123,Mr.,Kathryn,Julian,Brown,M,10/10/2001,24,Married,MO,,4197928540,No,,Native American,,17027,76419,Illinois,571-26-3670,P232835781,Hispanic or Latino,1191,D00044,747 COVINGTON MANOR LN SAINT LOUIS MO 63101-6769 USA,Epidural Anesthesia
123,P00124,Mr.,Scott,Brendan,Williams,F,01/22/1974,51,Widowed,MO,,5447426132,No,III,Hispanic,,6383,39588,Texas,718-83-5118,P108011603,Other,9432,D00003,4017 LAFAYETTE AVE SAINT LOUIS MO 63139-7981 USA,Pediatric Hernia Repair
124,P00125,Dr.,Benjamin,Lynn,Castro,M,07/02/1956,69,Divorced,MO,,5136138886,No,Sr.,Asian,,18164,54453,Missouri,730-18-3080,P510336381,Asian,5194,D00002,4877 COVINGTON MANOR LN SAINT LOUIS MO 63131-4450 USA,Total Knee Replacement
125,P00126,Master,Kathryn,Brendan,Davis,F,11/06/1983,42,Widowed,MO,,9062379427,No,III,Native American,,14594,45749,Illinois,917-58-9968,P576932188,White,3677,D00025,6188 ARMINDA AVE SAINT LOUIS MO 63104-4874 USA,CT-guided biopsy
126,P00127,Ms.,Jennifer,Justin,Rodriguez,M,05/24/1974,51,Married,MO,,5286835721,Yes,Sr.,Caucasian,,10104,78971,California,621-84-2467,P433868177,Black,3308,D00049,8416 BROADWAY ST SAINT LOUIS MO 63111-3525 USA,Coronary Artery Bypass Grafting (CABG)
127,P00128,Ms.,Scott,Leslie,Hopkins,F,04/25/1982,43,Divorced,MO,,2492745594,No,III,Hispanic,,17764,47900,Missouri,528-12-6647,P305865393,Black,8106,D00030,8329 ARMINDA AVE SAINT LOUIS MO 63110-3501 USA,Epidural Anesthesia
128,P00129,Mr.,Angela,Melissa,Cook,M,02/24/1982,43,Widowed,MO,,1765775418,Yes,Jr.,African American,,11542,67919,Illinois,169-34-9166,P246927585,Asian,5145,D00039,9599 HICKORY RD SAINT LOUIS MO 63104-2585 USA,Coronary Artery Bypass Grafting (CABG)
129,P00130,Mr.,Benjamin,Paul,Wright,M,05/22/1977,48,Divorced,MO,,2542002421,No,III,Hispanic,,16513,91584,Kansas,254-92-2035,P747951931,Hispanic or Latino,6259,D00030,3965 COVINGTON MANOR LN SAINT LOUIS MO 63130-6079 USA,Epidural Anesthesia
130,P00131,Ms.,Rebecca,Rafael,Williams,M,05/17/1985,40,Married,MO,,6857521263,No,Sr.,Native American,,15220,74401,Missouri,370-74-3678,P589259838,White,3583,D00048,2000 LAFAYETTE AVE SAINT LOUIS MO 63128-1716 USA,Colonoscopy
131,P00132,Master,Jennifer,Michael,Brown,M,12/13/1962,63,Widowed,MO,,5782820483,Yes,Jr.,Caucasian,,9013,54572,Kansas,191-78-3665,P545209198,Black,328,D00020,6533 CATALAN ST SAINT LOUIS MO 63135-4430 USA,Deep Brain Stimulation (DBS)
132,P00133,Mr.,Kathryn,Julian,Berg,F,04/11/1956,69,Divorced,MO,,7722473813,No,Sr.,Asian,,15561,53431,Missouri,192-49-2143,P531775948,Asian,6581,D00048,2384 COVINGTON MANOR LN SAINT LOUIS MO 63107-8521 USA,Colonoscopy
133,P00134,Master,Benjamin,Michael,Rodriguez,F,08/18/1987,38,Single,MO,,4015453468,No,,Native American,,16982,89419,California,423-11-7473,P759212513,White,2943,D00032,897 CARDINAL WAY APT 2501 SAINT LOUIS MO 63109-7782 USA,Coronary Artery Bypass Grafting (CABG)
134,P00135,Mrs.,Scott,Leslie,Williams,F,04/16/1952,73,Widowed,MO,,5495010873,Yes,Sr.,African American,,9061,35401,California,560-86-6403,P597747817,Hispanic or Latino,4542,D00040,8540 CATALAN ST SAINT LOUIS MO 63135-1863 USA,CT-guided biopsy
135,P00136,Mr.,Sandra,Melissa,Rodriguez,M,08/06/1972,53,Divorced,MO,,1828918072,No,III,African American,,18586,75307,Illinois,486-77-7391,P741057461,Asian,1601,D00020,959 LINDENWOOD AVE SAINT LOUIS MO 63135-4338 USA,Deep Brain Stimulation (DBS)
136,P00137,Ms.,Benjamin,Stephanie,Davis,M,01/02/1951,74,Married,MO,,3703113165,No,III,African American,,18468,82704,Illinois,938-22-1421,P610775698,Hispanic or Latino,7194,D00036,9497 ARMINDA AVE SAINT LOUIS MO 63117-5901 USA,Excision of Skin Cancer
137,P00138,Mr.,Benjamin,Michael,Hopkins,M,02/05/1999,26,Divorced,MO,,6019165452,Yes,Jr.,African American,,10287,74200,Texas,838-22-4319,P165903754,Hispanic or Latino,7183,D00013,9843 COVINGTON MANOR LN SAINT LOUIS MO 63108-5740 USA,Excision of Skin Cancer
138,P00139,Ms.,Sandra,Melissa,Davis,F,11/28/1969,56,Divorced,MO,,2779162330,No,,Caucasian,,10248,73340,Texas,293-50-6064,P922400200,Other,3033,D00043,5771 CARDINAL WAY APT 2501 SAINT LOUIS MO 63105-2570 USA,Total Knee Replacement
139,P00140,Mr.,Angela,Lynn,Brown,M,10/17/1952,73,Divorced,MO,,7690433945,Yes,,African American,,14850,35737,Kansas,594-70-8131,P327472316,Black,9393,D00004,71 COVINGTON MANOR LN SAINT LOUIS MO 63116-5695 USA,CT-guided biopsy
140,P00141,Mr.,Rebecca,Melissa,Berg,F,12/16/2000,25,Married,MO,,3308705216,Yes,,Native American,,11651,56932,Illinois,647-15-8356,P317494953,Hispanic or Latino,3094,D00036,4821 LINDENWOOD AVE SAINT LOUIS MO 63138-3099 USA,Excision of Skin Cancer
141,P00142,Mrs.,Scott,Melissa,Wright,M,06/21/1967,58,Married,MO,,9093979303,No,III,African American,,13037,57965,Kansas,183-15-7601,P233555158,Other,8216,D00017,5396 PINE ST SAINT LOUIS MO 63131-1244 USA,Colonoscopy
142,P00143,Ms.,Rebecca,Stephanie,Wright,F,11/15/1984,41,Single,MO,,6569415864,Yes,III,Native American,,7439,68866,California,571-65-2811,P809310325,Other,5393,D00004,1876 LINDENWOOD AVE SAINT LOUIS MO 63122-7792 USA,CT-guided biopsy
143,P00144,Mr.,Jennifer,Brendan,Perkins,F,03/06/2003,22,Widowed,MO,,8474911515,Yes,Jr.,Hispanic,,13677,30353,Missouri,329-72-2648,P340763188,Hispanic or Latino,5970,D00009,220 PINE ST SAINT LOUIS MO 63123-2423 USA,Electroconvulsive Therapy (ECT)
144,P00145,Master,Rebecca,Brendan,Wright,M,08/03/1975,50,Widowed,MO,,3992589561,No,Jr.,African American,,10048,45767,Kansas,422-59-9304,P593951619,Black,7103,D00034,6692 COVINGTON MANOR LN SAINT LOUIS MO 63101-3611 USA,CT-guided biopsy
145,P00146,Dr.,Benjamin,Justin,Brown,M,09/13/1969,56,Divorced,MO,,3374679727,Yes,Jr.,Asian,,12284,94159,Missouri,759-18-8623,P711651387,Asian,7639,D00041,9465 PINE ST SAINT LOUIS MO 63122-2488 USA,Epidural Anesthesia
146,P00147,Mrs.,Dawn,Lynn,Davis,F,01/08/1965,60,Single,MO,,3365524833,No,Jr.,Hispanic,,13626,61655,California,804-49-7483,P886888565,Hispanic or Latino,7819,D00014,2655 PESTALOZZI ST SAINT LOUIS MO 63118-1694 USA,Colonoscopy
147,P00148,Ms.,Benjamin,Lynn,Rodriguez,M,07/11/1993,32,Widowed,MO,,3659677532,No,Sr.,Caucasian,,19668,92951,Illinois,264-38-2634,P789962625,White,3209,D00026,3753 PINE ST SAINT LOUIS MO 63123-1849 USA,Total Knee Replacement
148,P00149,Dr.,Jennifer,Leslie,Rodriguez,M,10/04/1975,50,Married,MO,,4540058027,Yes,Jr.,Asian,,14514,79727,California,403-95-4295,P318340867,Asian,6395,D00016,9270 PESTALOZZI ST SAINT LOUIS MO 63105-9014 USA,Total Knee Replacement
149,P00150,Mr.,Rebecca,Stephanie,Davis,M,07/13/1988,37,Single,MO,,4572691500,No,,Native American,,7031,65630,Missouri,699-99-9721,P801944811,Asian,9096,D00019,2332 CHASE PARK LN SAINT LOUIS MO 63123-3699 USA,Electroconvulsive Therapy (ECT)
150,P00151,Mr.,Jennifer,Melissa,Williams,F,08/10/1993,32,Single,MO,,8504709489,No,,African American,,16841,30819,Texas,157-78-1522,P459092889,Hispanic or Latino,7811,D00046,9228 CHASE PARK LN SAINT LOUIS MO 63107-3369 USA,Electroconvulsive Therapy (ECT)
151,P00152,Mr.,Angela,Stephanie,Williams,M,03/15/1987,38,Divorced,MO,,6612809608,Yes,Sr.,Hispanic,,12515,69155,Texas,913-89-3975,P208669344,Hispanic or Latino,2875,D00012,1923 LINDENWOOD AVE SAINT LOUIS MO 63125-4112 USA,Excision of Skin Cancer
152,P00153,Master,Samuel,Rafael,Brown,M,02/15/1952,73,Married,MO,,6998260407,No,Sr.,Caucasian,,17569,33082,Texas,212-78-4376,P916754446,Other,8438,D00035,350 CATALAN ST SAINT LOUIS MO 63128-7156 USA,Electroconvulsive Therapy (ECT)
153,P00154,Dr.,Benjamin,Paul,Rodriguez,M,04/08/1962,63,Divorced,MO,,6738099154,No,,Asian,,9226,48945,Kansas,909-14-3652,P217175938,Asian,6425,D00021,4013 PESTALOZZI ST SAINT LOUIS MO 63139-7012 USA,Epidural Anesthesia
154,P00155,Ms.,Scott,Rafael,Perkins,M,04/01/1954,71,Married,MO,,1765407054,No,III,Native American,,10482,62108,Kansas,728-38-9632,P286776741,Hispanic or Latino,7819,D00039,3695 HICKORY RD SAINT LOUIS MO 63112-9934 USA,Coronary Artery Bypass Grafting (CABG)
155,P00156,Mrs.,Sandra,Rafael,Rodriguez,F,10/01/1969,56,Widowed,MO,,9224941671,No,III,Caucasian,,17805,41890,California,464-32-3901,P802982214,White,8789,D00044,438 CHASE PARK LN SAINT LOUIS MO 63105-7361 USA,Epidural Anesthesia
156,P00157,Ms.,Jennifer,Lynn,Berg,M,06/18/1998,27,Divorced,MO,,1482438882,No,Sr.,Native American,,8725,58899,California,582-46-2178,P832721673,Asian,1888,D00005,992 COVINGTON MANOR LN SAINT LOUIS MO 63136-9175 USA,Epidural Anesthesia
157,P00158,Mrs.,John,Michael,Davis,M,05/27/1990,35,Married,MO,,8145258028,Yes,Sr.,Native American,,9941,68743,Kansas,468-81-1612,P433215206,Black,1011,D00039,1442 HICKORY RD SAINT LOUIS MO 63133-7685 USA,Coronary Artery Bypass Grafting (CABG)
158,P00159,Ms.,Jennifer,Brendan,Castro,M,02/05/1968,57,Divorced,MO,,8080823715,Yes,III,African American,,12010,86414,Texas,589-69-9427,P405295330,White,5752,D00013,4269 BROADWAY ST SAINT LOUIS MO 63110-6790 USA,Excision of Skin Cancer
159,P00160,Ms.,John,Julian,Brown,M,07/11/1954,71,Widowed,MO,,1199127729,Yes,,Asian,,16292,74261,Missouri,561-62-7289,P974127320,Asian,8193,D00004,2051 BROADWAY ST SAINT LOUIS MO 63106-1961 USA,CT-guided biopsy
160,P00161,Mrs.,Samuel,Lynn,Perkins,F,04/19/1982,43,Single,MO,,8509940569,Yes,Jr.,Hispanic,,9524,50688,Illinois,525-18-3069,P823784148,Asian,7662,D00041,2780 CATALAN ST SAINT LOUIS MO 63128-3649 USA,Epidural Anesthesia
161,P00162,Mrs.,Scott,Melissa,Hopkins,F,03/09/1955,70,Married,MO,,7059493311,Yes,III,African American,,13837,68977,Illinois,652-44-1102,P225563609,Asian,7884,D00038,1488 MAPLE LN SAINT LOUIS MO 63129-9386 USA,Excision of Skin Cancer
162,P00163,Mrs.,Samuel,Rafael,Rodriguez,M,05/28/1968,57,Divorced,MO,,3782519237,No,III,African American,,19109,73866,Kansas,448-44-3882,P952082996,Other,2448,D00007,2006 HICKORY RD SAINT LOUIS MO 63111-4339 USA,Coronary Artery Bypass Grafting (CABG)
163,P00164,Dr.,Benjamin,Melissa,Perkins,F,11/01/1955,70,Married,MO,,7316187087,No,Jr.,African American,,11125,53460,Kansas,174-87-7197,P691378656,Black,412,D00003,1977 COVINGTON MANOR LN SAINT LOUIS MO 63102-2020 USA,Pediatric Hernia Repair
164,P00165,Dr.,Scott,Stephanie,Hopkins,F,09/24/1981,44,Married,MO,,4294553490,No,,Native American,,9509,30882,Missouri,791-74-3683,P637338377,Asian,1640,D00022,7317 ARMINDA AVE SAINT LOUIS MO 63112-3822 USA,Deep Brain Stimulation (DBS)
165,P00166,Mrs.,Rebecca,Lynn,Cook,M,04/17/1951,74,Divorced,MO,,9489452139,Yes,Sr.,Native American,,18251,33322,Kansas,285-51-1636,P304968298,Black,1938,D00044,1763 PESTALOZZI ST SAINT LOUIS MO 63101-4760 USA,Epidural Anesthesia
166,P00167,Dr.,Rebecca,Stephanie,Perkins,M,03/25/1964,61,Single,MO,,3765806786,No,Jr.,Native American,,13585,93366,Missouri,738-93-4200,P737590876,Black,2904,D00002,611 CARDINAL WAY APT 2501 SAINT LOUIS MO 63129-3048 USA,Total Knee Replacement
167,P00168,Dr.,Samuel,Lynn,Perkins,M,07/26/1996,29,Widowed,MO,,9105481771,Yes,Sr.,Hispanic,,8979,36062,California,341-38-4025,P173626431,Hispanic or Latino,1529,D00034,6288 COVINGTON MANOR LN SAINT LOUIS MO 63138-3292 USA,CT-guided biopsy
168,P00169,Ms.,Samuel,Melissa,Davis,M,12/12/1963,62,Widowed,MO,,4059350332,No,Sr.,Asian,,7422,41118,Missouri,302-84-7227,P842631834,Asian,1822,D00029,8480 CHASE PARK LN SAINT LOUIS MO 63105-9112 USA,Appendectomy
169,P00170,Dr.,Scott,Paul,Williams,F,11/22/1976,49,Married,MO,,9319784738,No,Jr.,Hispanic,,17410,77993,Texas,675-19-3577,P996289797,Other,1501,D00028,9588 BROADWAY ST SAINT LOUIS MO 63104-7035 USA,Pediatric Hernia Repair
170,P00171,Dr.,Dawn,Rafael,Wright,M,03/16/1957,68,Divorced,MO,,3856246514,No,Jr.,Caucasian,,13335,35133,Texas,769-74-5819,P312109646,White,7048,D00017,1419 BROADWAY ST SAINT LOUIS MO 63119-4708 USA,Colonoscopy
171,P00172,Master,Jennifer,Justin,Davis,F,10/18/1964,61,Single,MO,,6527464240,Yes,III,African American,,18839,45924,Kansas,974-57-5577,P592971893,Hispanic or Latino,1726,D00015,4604 LINDENWOOD AVE SAINT LOUIS MO 63132-2564 USA,Total Knee Replacement
172,P00173,Dr.,Jennifer,Justin,Castro,M,10/18/1962,63,Divorced,MO,,7409975791,Yes,III,Caucasian,,16754,84145,Texas,618-37-9642,P856838284,Hispanic or Latino,6964,D00007,4148 CHASE PARK LN SAINT LOUIS MO 63131-2119 USA,Coronary Artery Bypass Grafting (CABG)
173,P00174,Mr.,Scott,Stephanie,Rodriguez,F,08/26/1998,27,Married,MO,,7720514634,Yes,Jr.,Native American,,14949,97032,Missouri,520-18-3518,P209801249,White,3158,D00012,4962 PINE ST SAINT LOUIS MO 63137-5259 USA,Excision of Skin Cancer
174,P00175,Mr.,Rebecca,Melissa,Perkins,F,11/04/1961,64,Single,MO,,1377494526,No,III,Native American,,10714,76601,California,764-63-3126,P712721911,Other,2334,D00027,1832 PESTALOZZI ST SAINT LOUIS MO 63121-1828 USA,Coronary Artery Bypass Grafting (CABG)
175,P00176,Dr.,Kathryn,Melissa,Rodriguez,F,07/02/1991,34,Single,MO,,2420547943,Yes,,Asian,,9585,74088,Kansas,804-77-8779,P443002730,Hispanic or Latino,764,D00025,805 CATALAN ST SAINT LOUIS MO 63132-7526 USA,CT-guided biopsy
176,P00177,Dr.,Benjamin,Julian,Davis,M,04/13/1961,64,Married,MO,,1552211610,Yes,Sr.,African American,,11995,57211,California,446-92-1080,P955189609,Asian,2319,D00002,4387 CARDINAL WAY APT 2501 SAINT LOUIS MO 63126-3226 USA,Total Knee Replacement
177,P00178,Dr.,Kathryn,Paul,Rodriguez,F,10/26/2004,21,Divorced,MO,,2859741746,No,Sr.,Caucasian,,8228,80737,Kansas,195-32-9918,P792491715,Other,5518,D00046,7848 BROADWAY ST SAINT LOUIS MO 63133-2807 USA,Electroconvulsive Therapy (ECT)
178,P00179,Dr.,Samuel,Brendan,Perkins,F,11/17/1994,31,Single,MO,,7880264527,Yes,,Caucasian,,6591,52342,Illinois,161-64-5602,P426583282,White,9615,D00027,4909 LINDENWOOD AVE SAINT LOUIS MO 63128-9710 USA,Coronary Artery Bypass Grafting (CABG)
179,P00180,Master,Rebecca,Julian,Rodriguez,M,04/23/2004,21,Widowed,MO,,9726157769,No,Jr.,Hispanic,,18887,58437,Missouri,101-75-6701,P488159293,Black,2452,D00037,8923 HICKORY RD SAINT LOUIS MO 63127-6303 USA,Deep Brain Stimulation (DBS)
180,P00181,Mr.,Dawn,Julian,Perkins,M,10/01/1979,46,Divorced,MO,,6632281139,Yes,Sr.,Caucasian,,13703,96350,Illinois,715-19-7395,P433079756,Black,1467,D00005,2007 PINE ST SAINT LOUIS MO 63119-4404 USA,Epidural Anesthesia
181,P00182,Master,Dawn,Michael,Perkins,M,02/02/2000,25,Single,MO,,6347562123,No,,Native American,,7308,47596,Illinois,895-16-4404,P246286128,Asian,6846,D00008,8886 LINDENWOOD AVE SAINT LOUIS MO 63121-6274 USA,Pediatric Hernia Repair
182,P00183,Mrs.,Scott,Lynn,Davis,M,05/04/1993,32,Married,MO,,6923939892,No,III,Asian,,8450,91232,Missouri,602-97-5920,P682702518,Hispanic or Latino,6242,D00040,2826 CATALAN ST SAINT LOUIS MO 63103-6049 USA,CT-guided biopsy
183,P00184,Dr.,Sandra,Rafael,Berg,F,11/15/1958,67,Single,MO,,7904685232,No,,African American,,8842,65498,Texas,288-36-2650,P350002824,Other,4713,D00040,4876 CATALAN ST SAINT LOUIS MO 63124-8595 USA,CT-guided biopsy
184,P00185,Mr.,Kathryn,Rafael,Williams,M,02/02/1961,64,Single,MO,,8642672783,Yes,,African American,,16042,83241,California,851-87-1174,P211455517,Black,8633,D00030,5636 HICKORY RD SAINT LOUIS MO 63109-6566 USA,Epidural Anesthesia
185,P00186,Mr.,Sandra,Leslie,Brown,M,12/13/1951,74,Divorced,MO,,6133057809,Yes,III,Hispanic,,18000,77519,California,319-15-9944,P624400779,Hispanic or Latino,4265,D00050,8664 COVINGTON MANOR LN SAINT LOUIS MO 63130-1924 USA,Colonoscopy
186,P00187,Dr.,Jennifer,Paul,Perkins,F,09/27/1982,43,Single,MO,,7097380243,No,,Native American,,13975,44147,California,370-50-1649,P231879761,White,3460,D00048,818 LINDENWOOD AVE SAINT LOUIS MO 63114-8117 USA,Colonoscopy
187,P00188,Mrs.,Scott,Leslie,Cook,F,08/23/1972,53,Single,MO,,8661566239,No,Jr.,Hispanic,,19679,91297,Kansas,116-34-3081,P681006659,Hispanic or Latino,2961,D00011,9244 LAFAYETTE AVE SAINT LOUIS MO 63139-3357 USA,Epidural Anesthesia
188,P00189,Mrs.,Jennifer,Lynn,Rodriguez,M,12/27/2004,21,Single,MO,,4708963910,Yes,III,Caucasian,,17665,72333,Kansas,671-89-6223,P156095636,White,2599,D00035,4599 PESTALOZZI ST SAINT LOUIS MO 63123-6859 USA,Electroconvulsive Therapy (ECT)
189,P00190,Dr.,Kathryn,Leslie,Brown,M,06/12/1981,44,Widowed,MO,,8538138510,Yes,Sr.,Asian,,9989,36714,Kansas,410-25-9328,P617088830,White,8300,D00044,4135 HICKORY RD SAINT LOUIS MO 63117-7957 USA,Epidural Anesthesia
190,P00191,Mrs.,Dawn,Leslie,Wright,F,06/15/2005,20,Divorced,MO,,8597648668,No,Jr.,African American,,17216,63783,California,741-17-5126,P779448161,Asian,2327,D00027,3894 LAFAYETTE AVE SAINT LOUIS MO 63107-3943 USA,Coronary Artery Bypass Grafting (CABG)
191,P00192,Mrs.,Angela,Rafael,Hopkins,M,10/20/1988,37,Married,MO,,1397432689,Yes,III,Caucasian,,16459,56544,Illinois,418-74-8791,P893596789,Other,7165,D00048,5909 CARDINAL WAY APT 2501 SAINT LOUIS MO 63118-2576 USA,Colonoscopy
192,P00193,Mrs.,Dawn,Lynn,Rodriguez,M,09/02/1981,44,Married,MO,,6072502888,No,Sr.,Asian,,17209,61519,Texas,232-57-5372,P194814792,Hispanic or Latino,5113,D00004,8293 COVINGTON MANOR LN SAINT LOUIS MO 63133-6335 USA,CT-guided biopsy
193,P00194,Dr.,Rebecca,Stephanie,Williams,F,03/13/1984,41,Divorced,MO,,9465775838,No,III,Native American,,16186,86731,Texas,451-26-2172,P483676964,Hispanic or Latino,5947,D00032,1183 ARMINDA AVE SAINT LOUIS MO 63139-7526 USA,Coronary Artery Bypass Grafting (CABG)
